path,last_commit,first_line,recommended_action,reason
docs/implementation/scratch_to_stage_migration.md,2025-11-09,# Scratch to Stage Migration Summary,keep,User-facing documentation section.
docs/implementation/potential_failure_points.md,2025-11-09,# Potential Failure Points Analysis,keep,User-facing documentation section.
docs/implementation/high_priority_improvements_summary.md,2025-11-09,# High-Priority Improvements Implementation Summary,keep,User-facing documentation section.
docs/implementation/high_priority_improvements.md,2025-11-09,# High-Priority Improvements Implementation Plan,keep,User-facing documentation section.
docs/implementation/data_registry_implementation.md,2025-11-09,# Data Registry Implementation Summary,keep,User-facing documentation section.
docs/how-to/mosaic_quickstart.md,2025-11-09,---,keep,User-facing documentation section.
docs/how-to/persistent-dashboard.md,2025-11-09,# Running the Dashboard Persistently on HPC,keep,User-facing documentation section.
docs/how-to/PARAMETER_OPTIMIZATION_GUIDE.md,2025-11-06,# AOFlagger Parameter Optimization Guide,keep,User-facing documentation section.
docs/how-to/output-handling-validation.md,untracked,# Output Handling Validation,keep,User-facing documentation section.
docs/how-to/PIPELINE_TESTING_GUIDE.md,2025-11-06,# Pipeline Testing Guide,keep,User-facing documentation section.
docs/how-to/ms_organization.md,2025-11-09,# MS File Organization,keep,User-facing documentation section.
docs/tutorials/HDF5_TO_MS_TUTORIAL.md,2025-11-09,# HDF5-to-MS Conversion: User Tutorial,keep,User-facing documentation section.
docs/how-to/mosaic.md,2025-11-06,# How-To: Build a Nightly Mosaic,keep,User-facing documentation section.
docs/tutorials/convert-standalone.md,2025-10-13,# Tutorial: Convert UVH5 → MS (Standalone),keep,User-facing documentation section.
docs/how-to/pointing-monitor-deployment.md,2025-11-12,# Pointing Monitor Deployment Guide,keep,User-facing documentation section.
docs/how-to/migration_guide.md,2025-11-12,# Pipeline Migration Guide,keep,User-facing documentation section.
docs/tutorials/calibrate-apply.md,2025-11-03,# Tutorial: Calibrate + Apply,keep,User-facing documentation section.
docs/how-to/masking-guide.md,2025-11-12,# NVSS Masking Guide,keep,User-facing documentation section.
docs/how-to/MAINTENANCE_SCHEDULE.md,untracked,# Maintenance Schedule: Output Suppression Prevention,keep,User-facing documentation section.
docs/how-to/LINEAR_SETUP_QUICKSTART.md,2025-11-06,# Linear Integration - Quick Start,keep,User-facing documentation section.
docs/how-to/pointing-visualization-usage.md,2025-11-09,# Pointing Visualization - User Guide,keep,User-facing documentation section.
docs/how-to/workflow_troubleshooting_summary.md,2025-11-12,# Workflow Troubleshooting Summary,keep,User-facing documentation section.
docs/how-to/pointing-visualization.md,2025-11-09,# Pointing Visualization Feature,keep,User-facing documentation section.
docs/how-to/warning-detection.md,untracked,# Warning Detection and Termination,keep,User-facing documentation section.
docs/how-to/PRETTIER_CRITICAL_ISSUES.md,untracked,# Prettier Integration - Critical Issues for This Machine,consolidate,Combine Prettier troubleshooting docs into one definitive guide.
docs/how-to/VULNERABILITIES_FOR_NON_DETAIL_ORIENTED_DEVELOPERS.md,untracked,# Vulnerabilities for Non-Detail-Oriented Developers,keep,User-facing documentation section.
docs/how-to/verify-auto-error-detection.md,untracked,# Verify Auto Error Detection Setup,keep,User-facing documentation section.
docs/how-to/validation_guide.md,2025-11-12,# DSA-110 Validation Guide,keep,User-facing documentation section.
docs/how-to/PRETTIER_ENVIRONMENT_SPECIFIC.md,untracked,# Prettier Integration - Environment-Specific Warnings,consolidate,Combine Prettier troubleshooting docs into one definitive guide.
docs/how-to/uvh5_to_ms_conversion.md,2025-11-09,# DSA-110 UVH5 to CASA Measurement Set Converter,keep,User-facing documentation section.
docs/troubleshooting/frontend-restart-needed.md,2025-11-09,# Frontend Restart Instructions,keep,Default keep until manual review.
docs/how-to/PRETTIER_FIXES_APPLIED.md,untracked,# Prettier Integration - Permanent Fixes Applied,consolidate,Combine Prettier troubleshooting docs into one definitive guide.
docs/how-to/USING_ORCHESTRATOR_CLI.md,2025-11-09,# Using the Conversion Orchestrator CLI,keep,User-facing documentation section.
docs/how-to/using-pytest-safely.md,untracked,# Using Pytest Safely: Preventing 2>&1 Redirection Errors,keep,User-facing documentation section.
docs/how-to/prettier_setup.md,untracked,# Prettier Setup and Usage,keep,User-facing documentation section.
docs/how-to/truly-automatic-error-detection.md,untracked,# Truly Automatic Error Detection - The Reality,keep,User-facing documentation section.
docs/how-to/PRETTIER_WARNINGS.md,untracked,# Prettier Integration - Important Warnings for Developers,consolidate,Combine Prettier troubleshooting docs into one definitive guide.
docs/how-to/troubleshooting.md,2025-11-12,# Troubleshooting Guide for Pipeline Stages,keep,User-facing documentation section.
docs/how-to/TROUBLESHOOTING_QUICK_REFERENCE.md,untracked,# Troubleshooting Quick Reference,keep,User-facing documentation section.
docs/how-to/PYRADIOSKY_BENEFITS.md,2025-11-07,# pyradiosky Benefits Summary,keep,User-facing documentation section.
docs/how-to/trigger_github_pages_deployment.md,2025-11-12,# How to Trigger GitHub Pages Deployment,keep,User-facing documentation section.
docs/how-to/TEST_FLAG_SUBCOMMAND.md,2025-11-06,# Testing the Flag Subcommand,keep,User-facing documentation section.
docs/how-to/TESTING_INDEX.md,2025-11-12,# Testing Documentation Index,keep,User-facing documentation section.
docs/how-to/testing_crossmatch_stage_with_synthetic_data.md,untracked,# Testing CrossMatchStage with Synthetic Data,keep,User-facing documentation section.
docs/how-to/testing.md,2025-11-12,# Testing Guide for Pipeline Stages,keep,User-facing documentation section.
docs/how-to/TEAM_TRAINING_OUTPUT_SUPPRESSION.md,untracked,# Team Training: Output Suppression Prevention,keep,User-facing documentation section.
docs/how-to/system-wide-error-detection-verification.md,untracked,# System-Wide Error Detection Verification,keep,User-facing documentation section.
docs/how-to/system-wide-error-detection-setup.md,untracked,# System-Wide Error Detection Setup,keep,User-facing documentation section.
docs/how-to/streaming_converter_guide.md,2025-11-09,# DSA-110 Streaming Converter,keep,User-facing documentation section.
docs/how-to/streaming-troubleshooting.md,2025-11-09,# Streaming Service Troubleshooting Guide,keep,User-facing documentation section.
docs/how-to/streaming-control.md,2025-11-07,# Streaming Service Control,keep,User-facing documentation section.
docs/how-to/SKYMODEL_IMAGING.md,2025-11-07,# Sky Model Image Generation,keep,User-facing documentation section.
docs/how-to/SKYMODEL_IMAGE_EXPECTATIONS.md,2025-11-07,# Sky Model Image Expectations,keep,User-facing documentation section.
docs/how-to/reprocess.md,2025-11-06,# How-To: Reprocess a Group,keep,User-facing documentation section.
docs/how-to/remote-access-tools.md,2025-11-12,# Remote Access Tools Guide,keep,User-facing documentation section.
docs/how-to/REMAINING_GAPS_FIXED.md,untracked,# Remaining Gaps - Implementation Summary,keep,User-facing documentation section.
docs/how-to/PYRADIOSKY_GUIDE.md,2025-11-07,# pyradiosky Guide: Sky Model Management,keep,User-facing documentation section.
docs/how-to/dashboard_deployment.md,2025-11-12,# DSA-110 Dashboard: Deployment & Operations,keep,User-facing documentation section.
docs/how-to/dashboard-quickstart.md,2025-11-12,# DSA-110 Pipeline Dashboard,keep,User-facing documentation section.
docs/how-to/dashboard_development_workflow.md,2025-11-12,# DSA-110 Dashboard: Development Workflow & Setup,keep,User-facing documentation section.
docs/how-to/dashboard-development.md,2025-11-12,# Dashboard Development Guide,keep,User-facing documentation section.
docs/how-to/QUALITY_ASSURANCE_SETUP.md,2025-11-12,# Quality Assurance & Alerting Setup Guide,keep,User-facing documentation section.
docs/how-to/CRITICAL_HANDOVER_WARNINGS.md,untracked,# Critical Handover Warnings,keep,User-facing documentation section.
docs/how-to/create_pipeline_stage.md,2025-11-12,# How to Create a New Pipeline Stage,keep,User-facing documentation section.
docs/how-to/cross-matching-guide.md,2025-11-10,# Cross-Matching Guide,keep,User-facing documentation section.
docs/how-to/control-panel-quickstart.md,2025-11-09,# Control Panel Quick Start Guide,keep,User-facing documentation section.
docs/how-to/quicklook.md,2025-11-09,# Quick-Look Pipeline (sub-minute),keep,User-facing documentation section.
docs/how-to/CALIBRATION_DETAILED_PROCEDURE.md,2025-11-09,# Detailed Calibration Procedure,keep,User-facing documentation section.
docs/how-to/command-chains-with-error-detection.md,untracked,# Command Chains with Error Detection,keep,User-facing documentation section.
docs/how-to/quickstart.md,2025-11-09,# Quick Start,keep,User-facing documentation section.
docs/how-to/build-vp-from-h5.md,2025-11-09,## Build a CASA Voltage Pattern (VP) table from the DSA-110 H5 beam,keep,User-facing documentation section.
docs/how-to/BUILD_60MIN_MOSAIC_0834.md,2025-11-09,# How-To: Build a 60-Minute Mosaic Around VLA Calibrator 0834+555,keep,User-facing documentation section.
docs/how-to/build-first-rax-catalogs.md,2025-11-10,# Building FIRST and RAX SQLite Catalogs,keep,User-facing documentation section.
docs/how-to/quickstart_dashboard.md,2025-11-12,# Dashboard Quick Start,keep,User-facing documentation section.
docs/how-to/bash-shell-sourcing-behavior.md,untracked,# Bash Shell Sourcing Behavior,keep,User-facing documentation section.
docs/how-to/AUTOMATION_SETUP_QUICKSTART.md,untracked,# Quick Start: Automated Protections Setup,keep,User-facing documentation section.
docs/how-to/AUTOMATION_GUIDE.md,untracked,# Automation Guide - Preventing Common Mistakes,keep,User-facing documentation section.
docs/how-to/AUTOMATED_PROTECTIONS.md,untracked,# Automated Protections Against Common Mistakes,keep,User-facing documentation section.
docs/how-to/AUTOMATED_GOTCHA_PREVENTION.md,untracked,# Automated Gotcha Prevention,keep,User-facing documentation section.
docs/how-to/auto-error-detection-non-interactive.md,untracked,# Auto Error Detection in Non-Interactive Shells,keep,User-facing documentation section.
docs/how-to/BLACK_PYLINT_PRE_COMMIT_HANDOVER.md,untracked,# Black & Pylint Pre-commit Hooks - Developer Handover Guide,keep,User-facing documentation section.
docs/how-to/agentic-session-setup.md,untracked,# Agentic Session Setup for Error Detection,keep,User-facing documentation section.
docs/how-to/adding-new-tests.md,untracked,# Adding New Tests - Organization Guide,keep,User-facing documentation section.
docs/how-to/ADDITIONAL_AUTOMATED_CHECKS.md,untracked,# Additional Automated Checks and Fixes,keep,User-facing documentation section.
docs/how-to/immediate-error-termination.md,untracked,# Immediate Error Termination,keep,User-facing documentation section.
docs/how-to/dashboard_testing.md,2025-11-12,# DSA-110 Dashboard: Testing & Quality Assurance,keep,User-facing documentation section.
docs/how-to/js9_casa_analysis.md,2025-11-12,# JS9 CASA Analysis Plugin,keep,User-facing documentation section.
docs/how-to/LINEAR_INTEGRATION.md,2025-11-06,# Linear Integration for TODO.md,keep,User-facing documentation section.
docs/how-to/INSTALL_AEGEAN.md,2025-11-09,# Installing Aegean for DSA-110 Pipeline,keep,User-facing documentation section.
docs/how-to/IMAGE_0834_TRANSIT_5MIN.md,2025-11-09,# Steps to Produce a 5-Minute Image of 0834+555 Transit,keep,User-facing documentation section.
docs/how-to/README.md,2025-11-12,# How-To Guides,keep,User-facing documentation section.
docs/how-to/github_pages_walkthrough.md,2025-11-12,# GitHub Pages Setup Walkthrough,keep,User-facing documentation section.
docs/how-to/github_pages_troubleshooting.md,2025-11-12,# GitHub Pages Troubleshooting Guide,keep,User-facing documentation section.
docs/how-to/full-path-commands-error-detection.md,untracked,# Full Path Commands and Error Detection,keep,User-facing documentation section.
docs/how-to/frontend-initial-setup.md,2025-11-09,# DSA-110 Front-End: Next Steps & Implementation Guide,keep,User-facing documentation section.
docs/how-to/FIND_CALIBRATOR_TRANSIT_DATA.md,2025-11-10,# Finding Calibrator Transit Data with HDF5 File Lists,keep,User-facing documentation section.
docs/how-to/FINAL_PROTECTIONS_ADDED.md,untracked,# Final Protections Added,keep,User-facing documentation section.
docs/tutorials/streaming.md,2025-10-29,# Tutorial: End-to-End Streaming,keep,User-facing documentation section.
docs/how-to/FAST_TESTING.md,2025-11-09,"# Fast, Targeted Testing",keep,User-facing documentation section.
docs/tutorials/simulation-tutorial.md,2025-11-12,# DSA-110 Synthetic UVH5 Generator,keep,User-facing documentation section.
docs/how-to/ese_detection_guide.md,untracked,# ESE Detection Guide,keep,User-facing documentation section.
docs/how-to/ese_detection_advanced_features.md,untracked,# ESE Detection Advanced Features,keep,User-facing documentation section.
archive/legacy/ms_utils/README.md,2025-11-12,Legacy MS Utilities (Archived),archive,Legacy material already quarantined in archive/.
docs/how-to/enable-auto-error-detection.md,untracked,# Enable Auto Error Detection,keep,User-facing documentation section.
docs/how-to/downsampling_guide.md,2025-11-06,# UVH5 Downsampling Guide,keep,User-facing documentation section.
docs/how-to/DEVELOPER_HANDOVER_WARNINGS.md,untracked,# Developer Handover: Critical Warnings and Gotchas,consolidate,Keep a single developer handoff doc; drop duplicates.
docs/how-to/DEVELOPER_HANDOFF_WARNINGS.md,untracked,# Developer Handoff - Critical Warnings and Gotchas,consolidate,Keep a single developer handoff doc; drop duplicates.
docs/how-to/deterministic-error-detection.md,untracked,# Deterministic Error Detection for Agentic Sessions,keep,User-facing documentation section.
docs/how-to/QUICK_REFERENCE_WARNINGS.md,untracked,# Quick Reference - Critical Warnings,keep,User-facing documentation section.
docs/how-to/QUICK_REFERENCE_CARD.md,untracked,# Quick Reference Card - Critical Commands,keep,User-facing documentation section.
archive/legacy/docs/CURRENT_SETUP_RECOMMENDATION.md,2025-11-12,# Current AOFlagger Setup Recommendation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CRITICAL_ISSUE_TEMPLATE_DEPENDENCY.md,2025-11-12,# CRITICAL ISSUE: Template UVH5 File Dependency,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/control-panel-INDEX.md,2025-11-12,# Control Panel Documentation Index,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CODE_REVIEW_2025.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Code Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CLI_IMPROVEMENTS_PHASE3_COMPLETE.md,2025-11-12,# Phase 3 Implementation Complete ✓,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CLI_IMPROVEMENTS_PHASE2_COMPLETE.md,2025-11-12,# Phase 2 Implementation Complete ✓,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CLI_IMPROVEMENTS_PHASE1_COMPLETE.md,2025-11-12,# Phase 1 Implementation Complete ✓,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CLI_IMPROVEMENTS_EXPERT_INSIGHTS.md,2025-11-12,# CLI Improvements Plan - Expert Analysis Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CLI_IMPROVEMENTS_ASSESSMENT.md,2025-11-12,# CLI Improvements Plan - Quality Assessment,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CLI_IMPROVEMENTS.md,2025-11-12,# CLI Architecture Improvements,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CALIBRATION_ENHANCEMENTS_SUMMARY.md,2025-11-12,# Calibration Procedure Enhancements - Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CALIBRATION_ENHANCEMENTS.md,2025-11-12,# Calibration Procedure Enhancements,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CALIBRATION_CLI_IMPROVEMENTS.md,2025-11-12,# Calibration CLI Improvements - Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CALIBRATION_CLI_CONFUSION_ANALYSIS.md,2025-11-12,# Calibration CLI Confusion Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/BANDPASS_CALIBRATION_FIXES.md,2025-11-12,# How Bandpass Calibration Issues Were Overcome,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/alldir_structure_template.md,2025-11-12,/data/dsa110/,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/CONVERSION_FEATURE.md,2025-11-12,# Control Panel: UVH5 → MS Conversion Feature,archive,Legacy material already quarantined in archive/.
archive/chats/cursor_chats/cursor_streamtest_251110a.md,2025-11-12,# Modes of operation for @dsa110_contimg,archive,Legacy material already quarantined in archive/.
archive/chats/cursor_chats/cursor_review_previous_chat_contents.md,2025-11-12,# Review previous chat contents,archive,Legacy material already quarantined in archive/.
archive/chats/cursor_chats/cursor_diagnostic_testing_plan_for_casa.md,2025-11-12,# Diagnostic testing plan for CASA measurement sets,archive,Legacy material already quarantined in archive/.
archive/chats/cursor_chats/cursor_calibration_plan_for_casa_measur.md,2025-11-12,# Calibration plan for CASA measurement sets,archive,Legacy material already quarantined in archive/.
archive/legacy/utils/data/README.md,2025-11-12,# Archived Data Files,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/legacy-overview.md,2025-11-12,"""""""",archive,Legacy material already quarantined in archive/.
archive/legacy/conversion_pipeline/README_legacy_conversion.md,2025-10-09,# HDF5 to Measurement Set Conversion Module,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/USABILITY_REVIEW.md,2025-11-12,# Usability Review: DSA-110 Continuum Imaging Pipeline,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/TEST_NEW_PIPELINE.md,2025-11-12,# Testing the New Pipeline Framework,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/REDUNDANCY_ANALYSIS.md,2025-11-12,# Redundancy Analysis Report,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/PROJECT_REVIEW.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Comprehensive Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/PRIORITY_FEATURES_SESSION_SUMMARY.md,2025-11-12,# Priority Features Implementation - Session Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/PRIORITY_FEATURES_IMPLEMENTATION.md,2025-11-12,# Priority Features Implementation Plan,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/pipeline_structure_template.md,2025-11-12,/data/dsa110-contimg/pipeline/                 # Pipeline code repository,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/PHASE1_SUMMARY.md,2025-11-12,# Simulation Module Phase 1 Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/OPS_REDUNDANCY_ANALYSIS.md,2025-11-12,# Redundancy Analysis: ops/ Directory,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/OPEN_QUESTIONS_ANSWERS.md,2025-11-12,# Open Questions - Phase Scatter Debugging (COMPREHENSIVE),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/frontend_setup_complete.md,2025-11-12,# DSA-110 Frontend Setup - Complete ✓,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/FIND_TRANSIT_LOGGING_EXPLANATION.md,2025-11-12,# Why Transit Finding Only Shows Failed Days,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/DOCUMENTATION_CLEANUP.md,2025-11-12,# Documentation Cleanup Recommendations,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/dev_notes.md,2025-11-12,# Usable functions & classes from dsacalib,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/dashboard_structure_template.md,2025-11-12,/var/www/contimg_dashboard/                  # Web dashboard,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/handbook/index.md,2025-11-12,---,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/ALTERNATIVE_RFI_FLAGGING_METHODS.md,2025-11-12,# Alternative RFI Flagging Methods,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/BANDPASS_CALIBRATION_PARAMETERS_REVIEW.md,2025-11-12,# Bandpass Calibration Parameters Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/ARCHITECTURAL_COMPATIBILITY_ANALYSIS.md,2025-11-12,# Architectural Compatibility Analysis: Service Layer Proposal,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/BANDPASS_CALIBRATION_PERFORMANCE_ISSUE.md,2025-11-12,# Bandpass Calibration Performance Issue,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports_2/PIPELINE_ROBUSTNESS_ANALYSIS.md,2025-11-12,# Pipeline Robustness Analysis & Recommendations,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/ADDITIONAL_OPTIMIZATION_OPPORTUNITIES.md,2025-11-12,# Additional Pipeline Optimization Opportunities,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/BANDPASS_OUTPUT_WITHOUT_FLAGGING.md,2025-11-12,# Bandpass Output Without Flagging - Explanation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/ADDITIONAL_CACHING_STRATEGIES.md,2025-11-12,# Additional Caching Strategies for Mosaicking Pipeline,archive,Legacy material already quarantined in archive/.
archive/legacy/conversion_pipeline/conversion/MIGRATION_GUIDE.md,2025-10-09,# Migration Guide: Unified HDF5 Converter,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/BANDPASS_SOLVE_CRITICAL_FAILURE.md,2025-11-12,# Bandpass Solve Critical Failure: Low SNR Solutions,archive,Legacy material already quarantined in archive/.
archive/legacy/conversion_pipeline/conversion/COMPARISON_WITH_DSACALIB.md,2025-10-09,# Comparison: Pipeline Conversion Scripts vs. dsa110-calib,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reviews/MS_GENERATION_REVIEW.md,2025-11-12,# MS Generation Stage Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reviews/MS_GENERATION_REFACTORING_COMPLETE.md,2025-11-12,# MS Generation Refactoring Complete ✓,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reviews/CALIBRATION_STAGE_REVIEW.md,2025-11-12,# Calibration Stage Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reviews/CALIBRATION_IMPROVEMENTS_COMPLETE.md,2025-11-12,# Calibration Stage Improvements - Implementation Complete,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SPW_PROCESSING_ORDER_ANALYSIS.md,2025-11-12,# SPW Processing Order Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SPW_MERGING_REVIEW_PERPLEXITY.md,2025-11-12,# SPW Merging Implementation Review (Perplexity Verification),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SPW_MERGING_OUTPUT_STRUCTURE.md,2025-11-12,# SPW Merging Output MS Structure,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SPW_MERGING_ANALYSIS.md,2025-11-12,# SPW Merging Analysis: Producing 1 SPW Instead of 16,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SPW_COMBINE_BEHAVIOR_EXPLANATION.md,2025-11-12,# SPW Combine Behavior Explanation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SETJY_FT_PHASE_CENTER_BUG.md,2025-11-12,# CASA setjy/ft() Phase Center Bug - Confirmed via Web Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SAFEGUARDS_IMPLEMENTED.md,2025-11-12,# User Safeguards Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/ROOT_CAUSE_HIGH_FLAGGING_RATE.md,2025-11-12,# Root Cause: High Flagging Rate (15-35% vs Expected 2-3 Solutions),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/RFI_FLAGGING_PARAMETERS_JUSTIFICATION.md,2025-11-12,# RFI Flagging Parameters Justification,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/REFANT_VALIDATION_FAILURE_BEHAVIOR.md,2025-11-12,# Refant Validation Failure Behavior,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/RECOMMENDED_CODE_CHANGES.md,2025-11-12,# Recommended Code Changes Based on CASA Best Practices Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/REBUILD_CASA6_ENVIRONMENT.md,2025-11-12,# Rebuilding the CASA6 Conda Environment,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/RA_CALCULATION_PRECISION.md,2025-11-12,# RA Calculation Precision Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_WORKING_SOLUTION_FINAL.md,2025-11-12,# Making ft() Work Correctly: Final Solution,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_WORKING_SOLUTION_DESIGN.md,2025-11-12,# Making ft() Work Correctly: Solution Design,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_USAGE_IN_BANDPASS_WORKFLOW.md,2025-11-12,# ft() Usage in Bandpass Calibration Workflow,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_PHASE_DIR_CLAIM_VERIFICATION.md,2025-11-12,# ft() PHASE_DIR Claim Verification,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/migration/LEGACY_CLEANUP_PLAN.md,2025-11-12,# Legacy Code Cleanup Plan,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/migration/LEGACY_DEPRECATION_PLAN.md,2025-11-12,# Legacy Code Deprecation Plan,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/migration/MIGRATION_PHASE1_COMPLETE.md,2025-11-12,# Documentation Consolidation - Phase 1 Complete,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/migration/LEGACY_CLEANUP_COMPLETE.md,2025-11-12,# Legacy Code Cleanup - Complete ✅,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_PHASE_DIR_CLAIM_RECONCILIATION.md,2025-11-12,# ft() PHASE_DIR Claim Reconciliation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/migration/MIGRATION_PHASE2_COMPLETE.md,2025-11-12,# Documentation Consolidation - Phase 2 Complete,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_PHASE_CENTER_TEST_RESULTS.md,2025-11-12,# ft() Phase Center Test Results - Corrected Scenario,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_PHASE_CENTER_INVESTIGATION_RESULTS.md,2025-11-12,# ft() Phase Center Investigation Results,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_PHASE_CENTER_FIX.md,2025-11-12,# ft() Phase Center Bug Fix,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_MULTI_FIELD_PHASE_CENTER_ISSUE.md,2025-11-12,# ft() Multi-Field Phase Center Issue - Corrected Understanding,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_DOCUMENTATION_VERIFICATION.md,2025-11-12,# ft() CASA Documentation Verification,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_BROKEN_MESSAGE_CLARIFICATION.md,2025-11-12,"# ft() ""Broken"" Message Clarification",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FORCED_PHOTOMETRY_STATUS_AND_PLAN.md,2025-11-12,# Forced Photometry Pipeline: Status & ESE Detection Strategy,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FINAL_STATUS_SUMMARY.md,2025-11-12,# Phase Scatter Debugging - Final Status Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FINAL_PROOF_COMPLETENESS_AND_QUALITY.md,2025-11-12,# Final Proof: Implementation Completeness and Bandpass Solution Quality,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FINAL_PRECONDITION_CHECK_REVIEW.md,2025-11-12,"# Final Precondition Check Review - ""Measure Twice, Cut Once""",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/EXISTING_TABLES_FEATURE_STATUS.md,2025-11-12,# Existing Calibration Tables Feature - Implementation Status,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/ESE_LITERATURE_SUMMARY.md,2025-11-12,# ESE Detection: Literature Summary & Algorithm Design,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/ELEGANT_CALIBRATOR_MS_DESIGN.md,2025-11-12,# Elegant Calibrator MS Generation Design,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/EDGE_CASE_DOCUMENTATION.md,2025-11-12,# Edge Case Documentation: setjy Without Rephasing,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/DSA110_SUBBAND_UPDATE_SUMMARY.md,2025-11-12,# DSA-110 Subband Structure Update Summary,archive,Legacy material already quarantined in archive/.
